ADAIR,ADAMS,ALLAMAKEE,APPANOOSE,AUDUBON,BENTON,BLACK HAWK,BOONE,BREMER,BUCHANAN,BUENA VISTA,BUTLER,CALHOUN,CARROLL,CASS,CEDAR,CERRO GORDO,CHEROKEE,CHICKASAW,CLARKE,CLAY,CLAYTON,CLINTON,CRAWFORD,DALLAS,DAVIS,DECATUR,DELAWARE,DES MOINES,DICKINSON,DUBUQUE,EL PASO,EMMET,FAYETTE,FLOYD,FRANKLIN,FREMONT,GREENE,GRUNDY,GUTHRIE,HAMILTON,HANCOCK,HARDIN,HARRISON,HENRY,HOWARD,HUMBOLDT,IDA,IOWA,JACKSON,JASPER,JEFFERSON,JOHNSON,JONES,KEOKUK,KOSSUTH,LEE,LINN,LOUISA,LUCAS,LYON,MADISON,MAHASKA,MARION,MARSHALL,MILLS,MITCHELL,MONONA,MONROE,MONTGOMERY,MUSCATINE,O'BRIEN,OSCEOLA,PAGE,PALO ALTO,PLYMOUTH,POCAHONTAS,POLK,POTTAWATTAMIE,POWESHIEK,RINGGOLD,SAC,SCOTT,SHELBY,SIOUX,STORY,TAMA,TAYLOR,UNION,VAN BUREN,WAPELLO,WARREN,WASHINGTON,WAYNE,WEBSTER,WINNEBAGO,WINNESHIEK,WOODBURY,WORTH,WRIGHT,m_sin,m_cos,t
40812.12,6519.86,57805.08,54436.54,15654.6,70798.19,1339488.5,145129.44,126835.02,121200.37,150831.77,26667.49,24564.88,169506.56,106278.23,41888.74,425383.34,54285.03,36101.4,43004.2,108342.16,55190.05,240937.69,99455.12,314382.7,6357.7,13849.39,84852.75,309786.88,227628.81,629191.9,1.0,37644.61,132341.25,105809.22,19870.81,2864.775,48797.8,29803.87,21234.87,65743.63,21362.53,158102.12,28903.86,102783.4,39890.5,57431.55,52437.07,89167.17,113512.75,150463.55,75955.7,1344608.6,69132.16,13794.67,106327.87,324903.53,2122204.5,17750.63,34741.28,51446.07,62095.63,79094.04,186939.95,262246.28,31780.66,33140.3,42581.18,21115.64,40798.18,267787.03,86792.81,17139.16,55678.42,48289.89,100697.66,25880.33,5185551.0,807769.06,104296.84,7506.49,41359.86,1579682.6,67550.29,133769.27,728990.9,56647.16,8815.07,78984.33,15960.52,191777.73,192478.58,152051.42,7552.12,290284.47,54496.77,98935.24,741887.4,26739.86,48994.1,0.8660254,0.5,49
36352.64,8954.07,73838.64,72003.38,11552.28,61201.67,1378436.0,154725.06,122195.66,86334.66,132244.58,31110.86,30250.77,200349.06,78694.29,39614.71,464367.9,57641.11,24016.0,37939.86,125048.3,48244.28,295013.0,115152.08,430596.7,8181.56,15303.83,58647.93,302550.9,214527.38,731862.94,1.0,51339.27,109226.03,119784.74,16387.97,3123.95,46798.95,33771.15,21043.3,68815.07,24343.68,122887.83,27876.43,72637.58,21123.8,47156.21,46670.56,89958.19,94979.07,118037.35,63878.17,1442957.8,67178.65,4661.32,114795.63,254216.2,1951962.6,16757.1,38305.1,65375.99,61680.7,72198.84,162597.66,280635.5,46962.34,42612.27,47038.23,24201.19,60655.11,209635.86,96588.65,19886.52,81837.41,58239.34,130860.68,30875.9,5360388.5,868281.2,113698.91,13679.76,44937.63,1687450.5,10202.89,105836.08,679769.75,55542.17,10155.66,82640.3,13233.06,253063.73,180240.81,97900.85,6445.6,291251.0,65675.46,110601.25,752879.06,24389.95,50241.39,1.0,6.123234e-17,50
30090.3,6886.76,53191.35,49791.54,9543.88,47611.32,1273408.5,118417.36,131869.05,103735.78,130415.07,22620.39,27560.81,158959.81,93412.52,32710.26,382202.25,56797.69,25299.58,40392.38,102661.82,46302.64,247528.7,95008.34,467691.6,7776.19,14625.38,62997.26,299256.75,251911.77,652123.6,1.0,35496.11,98750.42,86535.8,16793.35,1888.62,30721.95,21913.24,18910.36,59816.55,21586.93,118190.41,25291.5,69851.05,21545.15,46994.92,36995.66,76893.45,87154.78,120156.87,51767.26,1315275.9,58965.55,5198.1,114033.73,271502.22,1854510.0,7498.09,26567.8,51634.24,60331.44,64479.02,165939.34,210000.95,33768.1,33390.8,43737.79,32229.65,61508.9,243150.84,95394.13,19505.56,63591.01,42583.44,120710.61,21704.65,5448367.0,775987.75,118987.93,12302.22,40063.62,1518386.6,17368.05,107736.28,778653.0,49436.41,8497.77,85944.74,12962.79,190796.53,162253.05,104029.82,8406.03,273197.47,55873.28,93466.86,704682.44,16552.4,42748.89,0.8660254,-0.5,51
46278.58,7445.9,76051.69,91824.56,17230.72,78358.84,1334974.8,140675.72,183172.81,132120.84,167054.34,24378.38,25821.99,177662.8,89334.2,38591.09,454043.78,67393.61,37687.54,37229.57,170379.2,63319.29,247632.8,87641.04,478803.66,9629.54,10902.94,83794.94,354635.56,600292.3,783799.3,1.0,63918.68,99431.54,121967.7,54005.73,1817.76,50810.24,34507.33,29303.88,96195.51,26278.12,191636.14,36782.97,102615.55,20884.24,74925.55,48822.31,77409.49,124755.54,142019.55,79394.72,1399244.0,66002.54,7342.17,122738.76,360059.4,2194207.2,12866.7,27682.93,57835.94,68513.86,82789.08,174368.7,301287.53,38784.43,45996.11,42459.82,39437.8,65950.95,307142.06,126387.37,23818.51,97862.44,57133.66,169521.7,41361.44,5674374.5,946164.9,123392.79,15154.5,42399.19,1604256.1,31803.67,160679.8,608193.3,72703.99,11924.19,93427.76,16583.18,137556.16,222974.66,146834.66,6698.47,306555.53,95806.54,111631.91,738451.7,12562.91,46082.49,0.5,-0.8660254,52
37859.72,5714.34,83220.74,79888.34,11800.83,53352.93,1565804.2,165804.88,144198.0,132764.2,169823.73,24437.76,30500.78,250635.4,113881.0,58407.94,633518.5,65012.96,32108.98,54958.12,121589.72,70129.52,318889.12,118156.91,658502.44,11031.45,10660.78,84911.63,292698.38,580099.6,688553.44,1.0,62293.6,118578.85,93555.51,16442.11,2214.29,53519.25,24580.02,37271.58,72085.42,33848.67,170213.69,19276.53,92403.88,22022.76,56935.96,56541.73,93483.35,125165.69,145139.69,82129.98,1461114.4,65111.4,7175.29,167288.81,300817.88,2189080.5,10291.57,40515.03,55665.63,78298.49,103551.6,207242.95,258083.16,33638.12,37626.82,49018.63,34508.97,48923.52,263183.88,105840.72,21758.14,81810.25,49487.73,140543.92,25094.3,5981108.0,699623.75,137819.02,12853.32,61504.07,1947398.4,10536.91,104173.07,739533.1,65640.51,11563.41,78768.41,22883.37,186790.02,169659.9,137998.31,8312.38,244632.83,69550.3,135107.12,949230.8,21013.68,58891.23,1.2246469e-16,-1.0,53
29287.15,7412.61,82252.59,69638.54,7133.47,49520.81,1073756.2,79660.34,125700.72,82116.5,154227.83,25380.77,21010.56,171523.2,86528.39,40298.79,427605.94,63450.53,28028.45,57569.09,108891.07,60650.39,242795.36,131382.69,320772.25,6414.96,9318.72,82491.06,316437.28,576653.75,590374.06,1.0,48224.04,113318.84,83883.13,15053.65,1914.01,38305.59,25358.12,31277.01,56198.76,29043.7,141263.94,18787.82,77367.23,29294.71,51986.48,60224.58,76949.25,86960.6,130110.54,82229.77,1065740.2,60252.26,4184.16,125946.34,244857.77,1785300.4,10526.9,29871.63,48735.25,55868.36,56499.72,148273.62,228676.2,30865.82,35801.9,48543.94,17378.54,52367.91,203466.4,88946.72,16046.02,95779.91,61373.05,121455.29,31700.28,4581163.5,670316.0,96741.23,18820.32,47751.55,1512786.4,14120.48,83597.82,573796.8,49747.42,9573.25,78347.08,16768.1,174977.89,154575.94,132875.81,7002.29,221519.02,61600.82,114299.36,644958.3,17308.53,42266.17,-0.5,-0.8660254,54
35002.37,6541.9,73119.57,84044.58,14010.54,62362.57,1277262.6,120638.63,122254.3,115490.28,152551.19,21507.62,22335.74,180841.48,95451.72,42039.06,431979.88,63875.65,18469.72,40283.97,137900.05,64923.42,294739.88,94277.38,438159.6,9306.07,8039.01,92358.19,319699.62,496220.84,742579.6,1.0,57078.17,99086.6,98550.82,15064.33,2796.77,40540.34,27027.28,28565.6,57309.37,25296.54,157393.19,21027.54,119870.71,27509.32,54681.56,59836.58,80535.99,114395.3,118296.18,78336.4,1544021.6,80746.4,6108.72,99489.17,305759.62,2052718.0,11186.74,38073.87,59488.77,75066.69,78455.36,197539.8,216379.78,26484.34,42750.62,54553.64,38896.7,48591.16,271329.5,105463.8,19568.76,53761.36,52624.34,134802.47,25378.93,4740573.0,766563.7,99896.13,8728.37,54907.18,1578595.6,18009.06,121294.56,832768.2,53985.82,8489.44,68863.55,16296.71,161915.58,173875.56,122433.49,9430.14,257446.95,53796.0,98922.75,777852.4,15370.59,35484.5,-0.8660254,-0.5,55
33042.34,7256.5,81478.3,68500.97,9191.81,72504.27,1395304.1,173524.69,142321.28,113801.11,188186.81,26989.95,21761.57,230086.08,41163.57,35188.03,563492.1,55717.09,20455.85,83056.98,118104.48,55271.36,273688.47,142338.56,645971.56,7115.29,18732.93,75268.54,313230.38,234804.08,704362.44,1.0,11858.45,129213.05,91879.61,49426.54,3163.08,47860.84,45035.28,16687.91,91598.93,31867.8,139089.12,20730.45,97876.7,50400.78,54858.73,48763.13,112991.37,92357.44,142677.6,89853.09,1638117.1,72073.56,17052.46,157279.62,254592.7,1873755.6,20265.13,35497.6,59275.07,74121.0,76806.61,135481.48,276733.94,35150.35,36423.08,37682.86,19824.93,58118.06,206964.16,112071.35,20260.72,108080.72,47948.47,170322.98,32552.04,5733152.0,833259.5,131310.17,15802.92,38460.95,1638009.6,51329.02,217142.2,803434.06,45869.07,9424.27,100275.34,19413.78,157575.56,222889.62,117511.59,7017.08,211520.16,61583.73,117205.1,805898.2,21974.99,77761.76,-1.0,-1.8369701e-16,56
41449.62,7697.34,65288.06,80887.39,15318.44,68235.2,1537498.0,164353.16,225725.52,113305.11,176932.28,24668.65,25809.59,284112.7,59061.68,60094.34,469342.88,56544.6,42714.32,57190.18,101645.66,67250.49,285236.28,118263.23,551261.2,8009.62,18037.1,103440.55,389350.03,281801.7,651890.5,1.0,29209.39,125160.35,141165.52,46440.0,1892.44,45406.93,27279.9,27103.33,73877.4,34469.79,173662.7,22095.3,121842.49,59138.49,44418.8,46531.19,98712.79,120340.1,121119.27,96790.07,1701911.8,132917.92,13238.63,142397.36,396814.97,2197289.5,21680.82,35797.3,77300.08,57232.15,87689.03,182957.62,258552.84,27265.71,45361.49,39297.07,31781.19,56401.35,303406.75,143652.28,23575.41,107374.73,36298.21,159386.62,26694.86,6203429.0,927944.5,121208.72,9432.27,41846.19,2009823.6,145775.94,177217.31,737808.7,53849.08,8824.54,87144.9,19391.66,177197.12,240469.73,169770.02,7167.2,326077.78,63014.59,130985.7,860038.0,20217.1,49619.17,-0.8660254,0.5,57
41977.11,7644.23,79305.91,98843.47,11501.12,76738.01,1524177.9,190602.44,150648.88,102269.95,195762.67,24208.6,35140.21,158411.8,48050.64,50314.7,484515.88,75282.7,28405.3,50043.59,179695.16,52781.66,358728.22,93239.21,763471.1,12791.54,11742.95,84344.65,285700.8,270226.56,924944.5,1.0,15815.72,79838.39,97228.54,41014.18,2349.32,50753.44,21649.38,15027.98,69742.46,19867.49,173383.05,21884.94,108025.86,54157.43,70097.38,62591.73,95027.17,96815.57,124315.97,75139.69,1781017.1,105997.95,15695.33,127898.39,255192.19,2398972.8,19904.83,51967.87,59886.47,69012.05,117098.21,220996.86,246340.97,24152.99,34720.46,52779.3,31028.68,60838.32,229239.12,105801.69,23561.75,99066.07,58568.13,154450.06,33126.73,5191100.0,793376.8,115662.9,8727.55,64547.85,1820003.6,53945.11,116710.44,924757.3,76966.73,10554.8,105336.0,14619.98,206502.22,216975.22,139250.4,13072.19,316441.28,54207.81,103566.86,995349.4,21141.99,51313.87,-0.5,0.8660254,58
44109.25,9164.42,100766.83,73933.06,17124.85,100311.09,1789061.0,202775.33,202852.9,132709.52,249220.06,35035.51,29131.84,314543.44,58252.7,51179.14,721893.44,67801.69,37622.95,88509.08,169497.19,61225.74,342540.25,181911.81,567200.06,10869.44,23043.74,96513.47,382695.8,217225.34,952034.7,1.0,53127.78,146175.61,118733.23,57856.55,4271.92,57128.04,37448.55,24609.57,97801.59,48663.24,196173.6,29195.09,113206.08,76937.82,46897.68,59548.32,123466.69,115475.38,199069.02,108276.12,1629644.4,107843.47,19646.98,199681.23,413957.66,2632975.5,21016.21,51495.13,75581.26,104279.88,94122.84,229247.45,378564.47,35678.58,49403.31,47709.1,28339.09,76558.03,324601.44,126639.35,25881.65,151912.47,64262.8,178373.62,28265.99,7569988.5,1268329.2,172094.9,18992.76,47732.24,2413823.2,79013.04,159272.45,855449.7,67962.47,16385.71,124051.41,20134.14,221384.22,272643.56,158189.8,11025.96,305624.97,81704.24,165124.75,1142197.1,20696.46,80955.52,-2.4492937e-16,1.0,59
31245.9,5978.9,53882.06,49489.23,7693.19,48618.64,1172913.1,158970.19,116109.04,88943.94,134795.52,23835.63,26774.22,158936.9,56476.09,46777.69,388656.06,73345.78,39969.75,33787.43,102305.76,51538.82,233503.19,79906.37,299246.38,5836.32,7741.92,73179.83,246230.69,264333.66,804532.4,1.0,19096.96,76334.75,78727.22,25953.92,3450.58,44484.34,23592.79,13777.15,66648.69,25454.52,115971.61,27067.49,79596.07,49562.43,37012.21,48805.96,76182.51,92183.79,117506.42,62705.37,1279738.2,94768.22,11884.33,108343.63,213732.12,1818929.8,23552.88,36495.38,56423.99,46560.7,58507.46,116198.05,190442.06,35116.76,29495.81,42000.1,22081.25,38225.15,228185.75,98238.08,20086.48,69271.53,39823.56,108855.3,25147.9,4249707.0,664208.75,90557.09,8790.81,43780.83,1350467.4,46770.22,112598.53,595915.3,48939.72,11502.76,74956.24,13512.84,139374.89,179529.08,102622.03,11680.78,199785.19,50866.35,85015.8,629577.94,16049.78,61550.51,0.5,0.8660254,60
33262.11,7864.41,51108.35,53227.71,8857.36,72561.4,1284835.1,183364.45,124710.5,114412.77,135346.31,21018.27,21696.13,236824.95,46183.75,44135.38,447539.8,52695.68,31043.36,65338.97,100416.56,43744.75,251406.16,87467.39,502639.62,6199.93,11440.9,81177.75,235594.89,170671.73,681587.0,1.0,23431.68,125257.56,112201.01,42078.5,3140.2,46614.44,26197.01,17667.6,94929.16,26567.32,110632.43,18878.91,93976.16,56959.13,49368.89,50681.43,113077.78,86691.53,105016.61,46073.19,1496274.8,89280.97,12897.89,136495.94,286871.66,2063292.1,17459.56,32219.55,55148.91,68909.01,72925.76,174007.7,336513.47,31719.84,31462.86,40507.49,27298.16,49399.39,249112.12,98261.59,16483.81,72649.51,52092.14,120053.14,17978.23,5004666.5,693089.1,98618.87,11862.62,39272.71,1536916.2,96675.25,130311.75,820812.0,51093.77,6487.56,68363.31,9999.74,157834.7,199653.27,176323.12,6313.41,248421.88,53275.61,96625.87,765673.1,15481.31,58699.44,0.8660254,0.5,61
34964.5,8032.25,77777.72,79414.92,8094.26,65083.26,1386597.1,127806.63,151738.05,103936.46,129433.87,24330.27,30696.25,188464.62,51605.51,37397.44,534286.7,52579.21,28463.71,39479.01,132330.69,54682.53,353565.94,80091.15,397323.75,9717.54,14959.68,71047.62,272342.22,264375.97,656989.75,1.0,15151.98,99176.09,119821.05,42740.63,5198.54,43403.48,31873.75,15868.53,78720.38,29559.79,135716.12,23711.7,68791.56,44020.83,53000.95,45827.05,90334.23,91173.78,167770.48,90485.61,1416063.2,97797.36,12979.08,138296.06,263766.3,2024824.6,18041.72,32573.37,55638.55,66493.08,80303.95,164908.75,323746.2,42662.1,38301.4,47177.9,36014.12,59273.98,246915.72,83549.72,17927.23,113594.05,56945.25,118690.97,25129.66,5760562.0,923815.44,130073.96,12511.27,42347.94,1881530.5,53274.49,196029.69,756212.06,68018.52,7410.36,111351.02,13652.11,219458.8,199485.06,160057.42,10304.2,283135.28,62160.26,119902.39,978986.4,24982.15,58042.01,1.0,6.123234e-17,62
31648.23,5724.94,70676.29,61258.16,11932.3,54088.3,1222650.5,129325.73,158087.66,84123.16,112142.09,25109.37,26043.76,157269.73,46602.78,37095.95,457445.3,53493.54,23589.92,40143.32,110063.85,60897.59,286517.38,116893.77,552793.56,8165.7,15913.13,69081.19,231980.98,232215.73,701346.8,1.0,13158.79,109920.0,104928.51,37845.75,3191.98,40519.71,25778.08,21248.17,61973.23,29670.84,123811.83,24211.2,74368.86,45895.8,44490.72,47008.93,77731.94,85407.0,151131.4,76355.66,1524103.8,87872.45,10868.7,127354.0,272281.25,1951172.0,20275.58,37838.02,50077.71,64698.07,72825.13,185278.66,212737.1,35092.28,34112.74,37776.58,35204.55,47924.0,208697.67,87558.09,21663.01,96629.62,36627.16,125088.69,26594.39,5539789.0,798346.56,109513.6,13224.17,38531.11,1627778.8,59018.24,104020.18,729504.8,50411.98,7194.6,65182.91,13033.4,152552.1,196901.77,127924.43,7460.86,244226.8,59945.58,89120.55,752882.5,18918.08,53655.23,0.8660254,-0.5,63
41226.8,4927.86,84944.7,125388.83,12702.95,105222.5,1530224.0,186383.66,166041.48,108018.6,207520.55,24488.68,36163.95,229285.45,60202.08,49823.69,537412.0,68183.88,38144.5,39521.99,146369.72,62172.41,342133.22,160561.36,628554.56,9587.68,9287.32,89862.77,356738.2,541922.7,846252.1,1.0,29626.66,93851.37,135050.1,46777.21,5212.21,47438.14,27056.73,25161.29,74407.47,34652.04,180824.69,25005.3,88171.65,62839.82,79762.65,61053.71,91706.89,125141.55,206982.7,100722.92,1723659.5,109334.18,14774.15,139419.9,277401.94,2461223.5,22634.51,45548.49,67256.88,63298.96,119683.71,230242.53,245187.89,46328.29,46975.0,52938.99,46790.14,59094.13,311108.38,139502.17,26556.16,95230.28,80337.46,241083.56,34219.33,5955233.0,911199.56,147882.64,15484.9,62357.51,1901806.8,108557.18,154770.27,820067.44,75868.22,8120.83,64227.81,19444.21,210421.9,252482.6,147455.05,10833.43,321700.9,93547.39,115043.32,1071171.1,20342.2,55438.75,0.5,-0.8660254,64
41181.29,7741.35,91496.86,85954.58,11716.47,67047.05,1490448.2,157881.6,167722.83,119144.38,147302.98,28933.77,31734.8,215567.23,62843.17,56061.09,704934.44,64032.6,26039.42,52739.47,150276.1,73607.95,312212.97,103790.62,630525.3,10137.32,15178.09,92812.3,337859.38,631304.7,867654.75,1.0,21442.43,103963.99,107524.6,50561.87,4726.58,41607.42,33823.76,33902.3,92096.08,37082.51,190050.88,27195.88,107575.32,64078.19,53896.67,47610.65,111276.47,117059.77,162719.4,85394.41,1491295.2,122414.92,10976.57,188989.34,309247.22,2418267.8,21216.34,31645.23,67202.25,85027.44,68916.33,169197.53,339646.12,50181.58,36290.16,39728.5,34076.48,66395.31,293431.94,98345.84,21125.98,138112.55,47321.51,159311.55,25692.22,6534583.5,1225549.1,149085.23,15988.86,54216.8,2109718.2,63293.94,155708.78,651688.5,62155.86,10760.88,113940.59,19442.53,168118.62,250694.23,135673.11,10645.21,281937.1,67076.34,138774.55,962849.0,28635.4,75225.1,1.2246469e-16,-1.0,65
35043.01,4885.43,104569.42,64422.21,12081.13,57280.49,1400693.6,136189.27,165510.05,112263.81,182485.45,27652.91,28581.48,217436.3,69304.22,56123.55,550942.56,70012.95,33827.4,46209.2,138185.22,73000.94,268312.88,90752.87,510070.3,8961.42,11070.28,106936.07,325566.38,565656.1,711010.6,1.0,12009.39,91285.07,124248.83,37921.0,1424.5,46269.64,25586.5,41050.85,65447.09,29595.79,138916.95,29639.08,98299.8,80170.84,60482.34,55233.6,103801.48,111809.72,113996.06,86244.42,1368560.9,126937.35,15546.33,195674.44,347839.06,2201328.8,25426.73,38620.54,69595.49,55983.67,83887.37,179818.5,260123.03,44427.19,48601.2,46458.02,22072.17,48778.93,305215.1,128404.23,21541.11,78457.08,46036.37,182560.66,27380.34,5468091.0,950871.3,118542.28,10922.53,53694.44,1683965.5,73094.58,189981.23,590400.1,57075.16,7173.62,80299.7,16385.34,137794.66,225632.55,150282.72,6446.33,260134.88,56307.15,112978.45,846479.75,24401.67,65173.74,-0.5,-0.8660254,66
42308.28,3507.82,64703.53,89246.13,12038.19,78988.35,1557850.9,177239.97,148142.33,108502.15,157469.72,28000.25,22674.04,176661.36,55465.72,49237.82,583011.3,66757.26,29450.53,43375.45,121197.74,66412.53,364365.1,95262.62,427493.12,10576.01,15977.76,86522.97,287471.38,532218.9,832539.94,1.0,17856.68,69768.1,95510.17,37747.04,4312.78,57329.87,33683.23,20976.25,62175.4,24402.16,156106.28,32160.82,106966.91,64692.3,61009.08,58275.49,94093.57,104610.09,137677.62,63336.53,1801952.9,144656.38,12686.9,104020.98,355394.44,2467729.8,19052.71,42793.2,70958.01,57671.9,87144.31,230415.94,280074.3,42431.28,41040.24,56366.26,27379.73,52438.18,269000.6,113158.75,25152.9,99339.06,67298.52,142198.1,34261.96,6360656.0,870881.94,142459.9,15142.23,60867.71,1981406.2,64536.86,123648.46,936248.56,66972.94,9396.58,48669.64,17007.21,172896.25,210662.73,112666.28,10259.65,328108.47,62612.31,96737.89,1000892.1,25915.53,56657.99,-0.8660254,-0.5,67
34666.73,7321.34,83756.47,81520.67,9700.39,73064.52,1339867.8,166252.22,173533.52,105674.74,166869.92,26100.34,31960.18,201381.62,43891.12,48487.92,587448.6,52835.32,16503.57,70043.72,154995.11,50885.0,273469.0,103502.28,667166.8,7391.68,17925.42,102894.73,234593.53,297420.53,717437.8,1.0,38571.17,132254.84,84177.5,57993.74,3944.91,55048.15,28860.91,22790.24,85819.78,42230.16,175604.89,19731.3,80058.33,50014.89,67919.84,52717.12,97884.64,84895.59,140333.38,56243.78,1606839.0,78292.14,10824.77,136485.72,200240.23,1990648.6,22096.33,41834.03,42226.29,73280.86,96998.32,176166.94,255939.58,52874.82,31836.0,40793.83,27231.24,66798.8,235782.95,99746.49,18205.68,112464.46,38877.21,120621.64,31925.7,5301654.5,800664.5,126118.81,15939.14,34629.81,1584754.9,90387.36,114001.63,887165.25,56828.41,9967.78,83523.8,12579.13,194346.84,236050.77,116897.77,9384.46,270170.84,77794.99,160471.19,872275.9,19887.72,70217.85,-1.0,-1.8369701e-16,68
38953.96,9924.81,65409.17,65182.72,11136.86,57750.73,1758565.8,225278.73,176072.34,128705.21,170856.8,24750.18,26023.83,239295.03,78394.49,60999.75,553287.0,72023.05,39311.95,48434.43,110387.93,65080.55,284223.9,150064.17,646127.0,8969.12,20212.73,96130.13,370649.38,234299.9,884263.9,1.0,60657.58,116611.09,109353.58,33011.49,5067.33,38283.29,25500.22,30818.03,99294.87,28368.3,179968.08,34195.05,156919.94,70298.41,84020.54,70572.61,103806.82,143093.92,210649.28,118494.09,1868549.8,121561.53,15131.45,126125.28,341574.3,2998436.5,25764.51,44383.19,65039.89,60345.54,88076.5,180752.64,272145.28,44923.09,54247.36,44245.38,46259.09,59435.51,356476.53,119261.95,23143.43,152096.03,46763.86,217951.06,22378.98,7437332.0,1088815.5,137646.02,9302.25,45619.23,2122985.8,149481.48,241122.56,826939.9,50565.27,8485.43,93902.01,16113.98,189771.97,294050.5,169351.23,7182.05,318248.44,53884.4,113283.75,898334.94,25480.12,67239.82,-0.8660254,0.5,69
39525.48,11659.97,55813.81,76649.56,11801.16,94112.92,1426777.0,204892.83,165269.0,103829.9,178938.17,23981.01,28355.95,213938.52,73464.99,57433.6,536621.75,60496.62,26710.49,43573.67,169600.31,48277.42,370583.1,108315.55,607967.4,10350.66,19224.13,80664.21,294376.88,239928.38,787339.6,1.0,63062.59,73816.67,102718.07,29635.51,4916.86,66112.86,26708.06,21546.85,80428.95,26474.5,144755.19,36628.49,97578.75,50519.27,69539.36,46193.06,103977.27,91693.74,164359.66,74336.16,1498746.1,114404.19,10832.23,131181.7,279345.2,2509197.2,20809.22,45605.25,60809.23,81525.87,94019.63,221628.83,322037.7,36316.76,33348.52,47906.72,33889.02,58517.28,257483.52,96512.68,20471.02,87245.31,69050.94,113029.33,31918.38,6014212.0,837936.1,147222.95,11803.07,42195.34,2066944.5,68566.65,121504.81,867217.5,80548.01,8271.84,108493.65,14198.73,225034.2,239607.7,130618.09,12775.07,354377.6,48834.89,104407.81,1043426.56,26158.45,49729.38,-0.5,0.8660254,70
57544.55,9575.29,100157.47,113396.5,11282.96,79787.97,1667413.4,173139.52,179531.52,144134.73,215401.27,31115.42,35482.22,243707.02,134592.19,56926.94,669975.3,73926.55,35355.21,68133.19,144373.77,76342.83,367197.72,158706.95,841677.44,9408.27,18063.19,85184.08,369597.53,214745.12,1081336.5,1.0,102346.07,166606.72,108700.45,56255.29,4414.12,57319.94,42821.29,23673.0,102066.23,48559.11,189908.73,45090.43,147962.6,79018.59,79328.93,68340.46,116372.07,128792.32,161780.58,123944.69,2225519.0,122737.83,17516.39,211131.17,339337.4,2433167.5,21741.12,72556.05,72504.3,109333.4,99240.36,209972.2,307484.3,69073.93,42587.17,46581.35,30699.01,89238.98,382745.72,149989.11,25965.13,144994.61,66041.02,174553.39,26746.79,6897797.0,1185870.9,154971.84,23582.43,45897.18,2161886.0,79433.09,203833.17,792986.7,65150.82,16261.43,105568.2,19206.03,255384.9,275471.47,183561.38,13914.17,320146.84,81324.64,175295.02,1088485.1,19807.43,89457.42,-2.4492937e-16,1.0,71
36867.9,3421.57,46562.92,62030.13,13120.62,86122.22,1380241.8,175133.77,124310.28,104667.66,129725.33,26953.26,32714.32,139297.23,110798.09,46172.72,387035.75,65108.47,29729.32,33434.01,133830.1,47936.35,294049.0,72532.23,281631.34,10134.84,17359.5,92036.06,312980.94,289029.7,821820.75,32.14,56103.07,72636.21,91069.21,31963.68,5580.47,25150.19,24706.8,22732.45,62912.35,18991.84,143513.98,49972.86,87104.69,55703.0,57027.02,54767.53,93290.93,89228.51,107399.44,73050.62,1424432.9,106502.03,15682.3,117631.39,262130.06,1975658.1,28170.07,38888.52,60635.29,52466.21,75780.98,173972.64,232495.19,42256.27,40084.37,52289.91,39484.76,48787.36,279533.3,110744.12,21837.58,73500.67,51294.65,135878.56,31922.64,4731551.0,749169.1,108956.21,9444.26,41481.08,1467922.0,60752.4,136797.58,815674.2,79715.88,6403.41,67603.76,15949.68,217354.48,222762.8,131377.92,11896.82,293395.97,55884.66,85157.65,870769.56,22324.64,55075.32,0.5,0.8660254,72
28519.49,3318.33,61183.79,54073.01,18252.37,58178.21,1327083.6,166524.03,158275.11,102638.51,155299.1,25300.76,24720.25,165160.67,80179.62,47509.79,424262.38,53615.43,38663.35,42716.11,97355.26,48671.2,272017.75,104588.34,445857.06,7186.54,12028.67,79998.69,232896.44,171085.98,720983.6,32.14,41077.81,97418.65,94881.79,33969.62,1190.08,49388.64,26630.45,21540.02,71188.97,30110.57,119473.57,37661.59,74567.06,53441.17,51941.65,40722.31,87965.37,82683.24,135685.48,83785.43,1360146.4,85684.36,10193.92,111064.75,236788.9,2144020.8,19497.97,31784.41,53803.06,57909.3,72169.58,157084.88,252079.89,48398.89,45727.9,42364.03,19614.93,54838.06,217375.69,98605.36,16921.2,84116.69,55499.0,117971.77,28802.48,5411168.5,859740.6,107495.81,8906.19,34260.96,1591716.5,61645.05,103614.64,752159.6,51838.72,7294.42,75621.8,11842.87,217209.08,195445.7,117167.51,7093.03,251648.73,51270.27,90540.08,775148.8,20284.99,50548.33,0.8660254,0.5,73
